Date,product_id,daily_unit_sales,previous_year_daily_unit_sales,daily_unit_sales_kg,previous_year_daily_unit_sales_kg,daily_unit_returns_kg,previous_year_daily_unit_returns_kg,points_of_distribution
2020-01-23,7,1509.200000000001,,905.5200000000006,,0.2694355697550578,,764.0
2020-01-23,2,891.0,,891.0,,0,,0.0
2020-01-23,6,4115.999999999995,,905.519999999999,,0.2694355697550579,,764.0
2020-01-23,4,1055.0,,632.9999999999998,,0.3127035830618886,,608.0
2020-01-23,5,796.0,,477.60000000000014,,0.1673640167364015,,333.0
2020-01-23,3,945.0,,566.9999999999994,,0.2797256097560972,,487.0
2020-01-23,1,2819.0000000000005,,1691.4000000000003,,0,,780.0
2020-01-24,5,482.0,,289.1999999999997,,0.37157757496740534,,344.0
2020-01-24,2,920.0,,920.0,,0,,0.0
2020-01-24,3,504.0,,302.39999999999975,,0.5172413793103456,,458.0
2020-01-24,4,566.0,,339.59999999999957,,0.536445536445535,,572.0
2020-01-24,6,4637.999999999995,,1020.359999999999,,0.2818209972127582,,777.0
2020-01-24,1,3592.0000000000014,,2155.2000000000007,,0,,819.0
2020-01-24,7,1700.5999999999992,,1020.3599999999994,,0.2818209972127582,,777.0
2020-01-25,4,469.0,,281.39999999999986,,0.2706065318818043,,283.0
2020-01-25,1,1871.0000000000007,,1122.6000000000004,,0,,570.0
2020-01-25,2,216.0,,216.0,,0,,0.0
2020-01-25,5,233.0,,139.8,,0.3065476190476196,,180.0
2020-01-25,6,3240.9999999999955,,713.019999999999,,0.22035121481837827,,501.0
2020-01-25,3,507.0,,304.2,,0.3102040816326535,,274.0
2020-01-25,7,1188.366666666665,,713.019999999999,,0.2203512148183783,,501.0
2020-01-26,6,1848.9999999999995,,406.7799999999999,,0.052766393442622975,,24.0
2020-01-26,2,654.0,,654.0,,0,,0.0
2020-01-26,7,677.9666666666667,,406.78,,0.05276639344262297,,24.0
2020-01-26,4,605.0,,362.99999999999994,,0.04120443740095087,,24.0
2020-01-26,3,846.0,,507.59999999999997,,0.01969872537659328,,21.0
2020-01-26,5,660.0,,396.0,,0.01785714285714286,,19.0
2020-01-26,1,2285.0,,1371.0,,0,,25.0
2020-01-27,4,855.0,,512.9999999999995,,0.3014705882352927,,746.0
2020-01-27,3,893.0,,535.7999999999995,,0.3275602409638549,,653.0
2020-01-27,2,379.0,,379.0,,0,,0.0
2020-01-27,5,744.0,,446.39999999999986,,0.2530120481927707,,428.0
2020-01-27,7,1933.4333333333357,,1160.0600000000013,,0.2009395362933769,,999.0
2020-01-27,6,5272.999999999996,,1160.0599999999993,,0.20093953629337663,,999.0
2020-01-27,1,3570.0000000000023,,2142.0000000000014,,0,,1076.0
2020-01-28,1,2453.0000000000005,,1471.8000000000002,,0,,877.0
2020-01-28,6,3953.999999999994,,869.8799999999987,,0.22758351240476535,,757.0
2020-01-28,4,947.0,,568.1999999999991,,0.2879699248120291,,647.0
2020-01-28,5,433.0,,259.79999999999984,,0.3234374999999999,,377.0
2020-01-28,3,759.0,,455.3999999999997,,0.3300970873786393,,570.0
2020-01-28,2,626.0,,626.0,,0,,0.0
2020-01-28,7,1449.7999999999981,,869.8799999999989,,0.22758351240476554,,757.0
2020-01-29,5,592.0,,355.19999999999976,,0.2361290322580643,,390.0
2020-01-29,3,650.0,,389.9999999999996,,0.3761996161228402,,474.0
2020-01-29,4,1087.0,,652.1999999999991,,0.27436582109479213,,617.0
2020-01-29,7,1781.2666666666655,,1068.7599999999993,,0.1855825649622791,,706.0
2020-01-29,1,2821.0,,1692.6,,0,,837.0
2020-01-29,6,4857.999999999994,,1068.7599999999986,,0.1855825649622792,,706.0
2020-01-29,2,1126.0,,1126.0,,0,,0.0
2020-01-30,2,886.0,,886.0,,0,,0.0
2020-01-30,3,1220.0,,731.9999999999998,,0.2707710699342497,,452.0
2020-01-30,4,1374.0,,824.3999999999993,,0.23962368566685058,,583.0
2020-01-30,1,4039.0000000000027,,2423.4000000000015,,0,,763.0
2020-01-30,5,1253.0,,751.8000000000001,,0.14819850441876256,,313.0
2020-01-30,6,4018.9999999999955,,884.179999999999,,0.25283509946086613,,701.0
2020-01-30,7,1473.6333333333323,,884.1799999999994,,0.25283509946086546,,701.0
2020-01-31,1,3540.0000000000023,,2124.0000000000014,,0,,1830.0
2020-01-31,4,1275.0,,764.9999999999997,,0.21003717472118888,,1569.0
2020-01-31,5,1017.0,,610.2000000000003,,0.16707616707616654,,865.0
2020-01-31,6,5345.999999999999,,1176.12,,0.14505037581960595,,1535.0
2020-01-31,3,885.0,,531.0,,0.2618849040867384,,1390.0
2020-01-31,2,767.0,,767.0,,0,,0.0
2020-01-31,7,1960.200000000002,,1176.1200000000013,,0.14505037581960617,,1535.0
2020-02-01,6,2885.9999999999927,,634.9199999999984,,0.3241217798594842,,529.0
2020-02-01,4,459.0,,275.3999999999992,,0.545094152626362,,403.0
2020-02-01,2,237.0,,237.0,,0,,0.0
2020-02-01,7,1058.199999999998,,634.9199999999988,,0.3241217798594844,,529.0
2020-02-01,1,1761.0000000000002,,1056.6000000000001,,0,,632.0
2020-02-01,3,535.0,,320.9999999999993,,0.4754901960784311,,373.0
2020-02-01,5,219.0,,131.39999999999992,,0.48831775700934693,,217.0
2020-02-02,5,691.0,,414.59999999999997,,0.175417661097852,,22.0
2020-02-02,4,580.0,,348.0,,0.2667509481668774,,29.0
2020-02-02,3,741.0,,444.6,,0.24000000000000002,,21.0
2020-02-02,7,644.2333333333333,,386.53999999999996,,0.13320177602368036,,24.0
2020-02-02,2,554.0,,554.0,,0,,0.0
2020-02-02,1,2716.0000000000005,,1629.6000000000001,,0,,29.0
2020-02-02,6,1756.9999999999998,,386.53999999999996,,0.13320177602368036,,24.0
2020-02-03,5,579.0,,347.3999999999998,,0.2154471544715445,,321.0
2020-02-03,4,1093.0,,655.7999999999997,,0.22646850672328245,,534.0
2020-02-03,1,4122.000000000005,,2473.2000000000025,,0,,890.0
2020-02-03,6,3644.999999999993,,801.8999999999985,,0.22430304320068034,,701.0
2020-02-03,3,843.0,,505.7999999999998,,0.2533215234720986,,454.0
2020-02-03,7,1336.4999999999984,,801.899999999999,,0.22430304320067995,,701.0
2020-02-03,2,698.0,,698.0,,0,,0.0
2020-02-04,7,1747.1666666666647,,1048.2999999999988,,0.16754018169112447,,553.0
2020-02-04,3,819.0,,491.39999999999975,,0.22735849056603727,,340.0
2020-02-04,2,573.0,,573.0,,0,,0.0
2020-02-04,5,600.0,,360.0,,0.1891891891891893,,260.0
2020-02-04,1,2695.999999999999,,1617.5999999999995,,0,,655.0
2020-02-04,6,4764.999999999994,,1048.2999999999986,,0.16754018169112428,,553.0
2020-02-04,4,1032.0,,619.1999999999991,,0.22869955156950594,,470.0
